filename,fl,fr,rl,rr,hood
img_00594.png,0,1,1,1,0
img_00595.png,0,1,1,1,0
img_00596.png,0,1,1,1,0
img_00597.png,0,1,1,1,0
img_00598.png,0,1,1,1,0
img_00599.png,0,1,1,1,0
img_00600.png,0,1,1,1,1
img_00601.png,0,1,1,1,1
img_00602.png,0,1,1,1,1
img_00603.png,0,1,1,1,1
img_00604.png,0,1,1,1,1
img_00605.png,0,1,1,1,1
img_00606.png,0,1,1,1,1
img_00607.png,0,1,1,1,1
img_00608.png,0,1,1,1,1
img_00609.png,0,1,1,1,1
img_00610.png,0,1,1,1,1
img_00611.png,0,1,1,1,1
img_00612.png,0,1,1,1,1
img_00613.png,0,1,1,1,1
img_00614.png,0,1,1,1,1
img_00615.png,0,1,1,1,1
img_00616.png,0,1,1,1,1
img_00617.png,0,1,1,1,1
img_00618.png,0,1,1,1,1
img_00619.png,0,1,1,1,1
img_00620.png,0,1,1,1,1
img_00621.png,0,1,1,1,1
img_00622.png,0,1,1,1,1
img_00623.png,0,1,1,1,1
img_00624.png,0,1,1,1,1
img_00625.png,0,1,1,1,1
img_00626.png,0,1,1,1,1
img_00627.png,0,1,1,1,1
img_00628.png,0,1,1,1,1
img_00629.png,0,1,1,1,1
img_00630.png,0,1,1,1,1
img_00631.png,0,1,1,1,1
img_00632.png,0,1,1,1,1
img_00633.png,0,1,1,1,1
img_00634.png,0,1,1,1,1
img_00635.png,0,1,1,1,1
img_00636.png,0,1,1,1,1
img_00637.png,0,1,1,1,1
img_00638.png,0,1,1,1,1
img_00639.png,0,1,1,1,1
img_00640.png,1,0,0,0,0
img_00641.png,1,0,0,0,0
img_00642.png,1,0,0,0,0
img_00643.png,1,0,0,0,0
img_00644.png,1,0,0,0,0
img_00645.png,1,0,0,0,0
img_00646.png,1,0,0,0,0
img_00647.png,1,0,0,0,0
img_00648.png,1,0,0,0,0
img_00649.png,1,0,0,0,0
img_00650.png,1,0,0,0,0
img_00651.png,1,0,0,0,0
img_00652.png,1,0,0,0,0
img_00653.png,1,0,0,0,0
img_00654.png,1,0,0,0,0
img_00655.png,1,0,0,0,0
img_00656.png,1,0,0,0,0
img_00657.png,1,0,0,0,0
img_00658.png,1,0,0,0,0
img_00659.png,1,0,0,0,0
img_00660.png,1,0,0,0,0
img_00661.png,1,0,0,0,0
img_00662.png,1,0,0,0,0
img_00663.png,1,0,0,0,0
img_00664.png,1,0,0,0,0
img_00665.png,1,0,0,0,0
img_00666.png,1,0,0,0,0
img_00667.png,1,0,0,0,0
img_00668.png,1,0,0,0,0
img_00669.png,1,0,0,0,0
img_00670.png,1,0,0,0,0
img_00671.png,1,0,0,0,0
img_00672.png,1,0,0,0,0
img_00673.png,1,0,0,0,0
img_00674.png,1,0,0,0,0
img_00675.png,1,0,0,0,0
img_00676.png,1,0,0,0,0
img_00677.png,1,0,0,0,0
img_00678.png,1,0,0,0,0
img_00679.png,1,0,0,0,0
img_00680.png,1,0,0,0,1
img_00681.png,1,0,0,0,1
img_00682.png,1,0,0,0,1
img_00683.png,1,0,0,0,1
img_00684.png,1,0,0,0,1
img_00685.png,1,0,0,0,1
img_00686.png,1,0,0,0,1
img_00687.png,1,0,0,0,1
img_00688.png,1,0,0,0,1
img_00689.png,1,0,0,0,1
img_00690.png,1,0,0,0,1
img_00691.png,1,0,0,0,1
img_00692.png,1,0,0,0,1
img_00693.png,1,0,0,0,1
img_00694.png,1,0,0,0,1
img_00695.png,1,0,0,0,1
img_00696.png,1,0,0,0,1
img_00697.png,1,0,0,0,1
img_00698.png,1,0,0,0,1
img_00699.png,1,0,0,0,1
img_00700.png,1,0,0,0,1
img_00701.png,1,0,0,0,1
img_00702.png,1,0,0,0,1
img_00703.png,1,0,0,0,1
img_00704.png,1,0,0,0,1
img_00705.png,1,0,0,0,1
img_00706.png,1,0,0,0,1
img_00707.png,1,0,0,0,1
img_00708.png,1,0,0,0,1
img_00709.png,1,0,0,0,1
img_00710.png,1,0,0,0,1
img_00711.png,1,0,0,0,1
img_00712.png,1,0,0,0,1
img_00713.png,1,0,0,0,1
img_00714.png,1,0,0,0,1
img_00715.png,1,0,0,0,1
img_00716.png,1,0,0,0,1
img_00717.png,1,0,0,0,1
img_00718.png,1,0,0,0,1
img_00719.png,1,0,0,0,1
img_00720.png,1,0,0,1,0
img_00721.png,1,0,0,1,0
img_00722.png,1,0,0,1,0
img_00723.png,1,0,0,1,0
img_00724.png,1,0,0,1,0
img_00725.png,1,0,0,1,0
img_00726.png,1,0,0,1,0
img_00727.png,1,0,0,1,0
img_00728.png,1,0,0,1,0
img_00729.png,1,0,0,1,0
img_00730.png,1,0,0,1,0
img_00731.png,1,0,0,1,0
img_00732.png,1,0,0,1,0
img_00733.png,1,0,0,1,0
img_00734.png,1,0,0,1,0
img_00735.png,1,0,0,1,0
img_00736.png,1,0,0,1,0
img_00737.png,1,0,0,1,0
img_00738.png,1,0,0,1,0
img_00739.png,1,0,0,1,0
img_00740.png,1,0,0,1,0
img_00741.png,1,0,0,1,0
img_00742.png,1,0,0,1,0
img_00743.png,1,0,0,1,0
img_00744.png,1,0,0,1,0
img_00745.png,1,0,0,1,0
img_00746.png,1,0,0,1,0
img_00747.png,1,0,0,1,0
img_00748.png,1,0,0,1,0
img_00749.png,1,0,0,1,0
img_00750.png,1,0,0,1,0
img_00751.png,1,0,0,1,0
img_00752.png,1,0,0,1,0
img_00753.png,1,0,0,1,0
img_00754.png,1,0,0,1,0
img_00755.png,1,0,0,1,0
img_00756.png,1,0,0,1,0
img_00757.png,1,0,0,1,0
img_00758.png,1,0,0,1,0
img_00759.png,1,0,0,1,0
img_00760.png,1,0,0,1,1
img_00761.png,1,0,0,1,1
img_00762.png,1,0,0,1,1
img_00763.png,1,0,0,1,1
img_00764.png,1,0,0,1,1
img_00765.png,1,0,0,1,1
img_00766.png,1,0,0,1,1
img_00767.png,1,0,0,1,1
img_00768.png,1,0,0,1,1
img_00769.png,1,0,0,1,1
img_00770.png,1,0,0,1,1
img_00771.png,1,0,0,1,1
img_00772.png,1,0,0,1,1
img_00773.png,1,0,0,1,1
img_00774.png,1,0,0,1,1
img_00775.png,1,0,0,1,1
img_00776.png,1,0,0,1,1
img_00777.png,1,0,0,1,1
img_00778.png,1,0,0,1,1
img_00779.png,1,0,0,1,1
img_00780.png,1,0,0,1,1
img_00781.png,1,0,0,1,1
img_00782.png,1,0,0,1,1
img_00783.png,1,0,0,1,1
img_00784.png,1,0,0,1,1
img_00785.png,1,0,0,1,1
img_00786.png,1,0,0,1,1
img_00787.png,1,0,0,1,1
img_00788.png,1,0,0,1,1
img_00789.png,1,0,0,1,1
img_00790.png,1,0,0,1,1
img_00791.png,1,0,0,1,1
img_00792.png,1,0,0,1,1
img_00793.png,1,0,0,1,1
img_00794.png,1,0,0,1,1
img_00795.png,1,0,0,1,1
img_00796.png,1,0,0,1,1
img_00797.png,1,0,0,1,1
img_00798.png,1,0,0,1,1
img_00799.png,1,0,0,1,1
img_00800.png,1,0,1,0,0
img_00801.png,1,0,1,0,0
img_00802.png,1,0,1,0,0
img_00803.png,1,0,1,0,0
img_00804.png,1,0,1,0,0
img_00805.png,1,0,1,0,0
img_00806.png,1,0,1,0,0
img_00807.png,1,0,1,0,0
img_00808.png,1,0,1,0,0
img_00809.png,1,0,1,0,0
img_00810.png,1,0,1,0,0
img_00811.png,1,0,1,0,0
img_00812.png,1,0,1,0,0
img_00813.png,1,0,1,0,0
img_00814.png,1,0,1,0,0
img_00815.png,1,0,1,0,0
img_00816.png,1,0,1,0,0
img_00817.png,1,0,1,0,0
img_00818.png,1,0,1,0,0
img_00819.png,1,0,1,0,0
img_00820.png,1,0,1,0,0
